1,0,2147,995,4714,1640,57,58,564
2,0,1847,1593,4736,1663,67,89,596
3,0,3019,2177,2447,1557,103,28,146
4,0,2424,4067,2350,1195,27,59,123
5,0,1080,3004,4736,1663,14,97,673
6,0,1964,1632,2132,573,78,42,173
7,0,5141,2774,4714,1640,37,31,350
8,0,939,903,2282,1733,71,40,189
9,0,2180,2281,1999,1690,99,19,49
10,0,1959,2641,1422,3444,74,20,256
11,0,2108,1692,2887,1105,108,28,256
12,0,2152,1566,1577,1711,88,19,71
13,0,4954,1080,2887,1105,47,60,385
14,0,1950,1980,1965,1562,72,40,42
15,0,2290,2296,2172,1781,112,16,51
16,0,2423,4063,2510,1850,38,50,75
17,0,4954,1080,2887,1105,22,60,385
18,0,1293,2076,1278,409,83,38,88
19,0,2290,2296,2172,1781,104,16,51
20,0,2888,1101,2712,1172,29,8,172
21,0,3220,2359,4736,1663,104,35,459
22,0,1944,1929,3279,2495,49,38,212
23,0,9553,1419,9619,1161,79,9,852
24,0,1616,1755,1434,1551,108,10,30
25,0,2382,1930,2110,1696,33,13,69
26,0,3348,2051,3636,2251,116,12,167
27,0,1506,2620,1523,2390,82,10,88
28,0,2888,4506,2878,1092,118,115,180
29,1,1946,1357,2057,1650,40,13,52
30,1,2169,1732,1901,2290,79,20,66
31,1,1944,1687,1769,1366,29,10,58
32,1,2779,2298,2337,1220,57,25,156
33,1,1908,1998,927,2046,65,24,210
34,1,2731,2273,2599,1791,24,17,94
35,1,2269,1174,2257,1710,104,14,56
36,2,2591,1602,3462,2101,119,22,223
37,2,1796,1753,2331,1966,53,18,90
38,2,2434,1762,1875,2337,31,25,102
39,2,1714,3658,2038,2439,84,30,72
40,2,3026,2621,2574,2518,16,16,51
41,2,2592,1360,2584,2375,103,25,22
42,2,1022,2058,1108,1891,104,9,87
43,2,2874,969,2544,947,96,12,193
44,3,2408,1463,2466,1040,96,15,148
45,3,2215,2259,2074,2503,67,10,57
46,3,994,2102,1399,1775,9,15,78
47,3,1970,1957,2244,2270,61,13,30
48,3,1953,1993,2629,1647,53,26,166
49,3,3178,2584,3121,3064,30,14,11
50,3,2913,2022,1785,1772,6,30,114
51,3,1760,1388,1854,1738,85,13,21
52,3,2213,2340,2904,2761,80,22,83
53,4,1924,1692,2364,2281,93,23,52
54,4,1958,978,1834,1676,46,21,28
55,4,1949,854,2887,1105,94,25,272
56,4,1915,1358,2261,1723,74,17,88
57,4,2494,980,1672,1601,112,36,89
58,4,2887,1101,2121,603,47,47,228
59,4,6613,2101,7325,1868,42,24,617
60,5,2563,2159,1804,1681,76,29,88
61,5,1953,1993,2060,760,28,28,141
62,5,690,3259,57,3737,86,17,431
63,6,2852,1092,2887,1105,43,8,182
64,6,2873,1106,1953,1112,114,24,176
65,6,1387,888,1854,1738,26,28,58
66,6,2661,1326,2142,798,28,24,186
67,7,2042,2561,1543,2307,116,15,126
68,7,2582,1933,3137,2122,76,17,157
69,7,2224,1965,3037,2643,68,26,121
70,7,2120,1818,1950,1645,58,8,48
71,7,2176,1334,2123,1821,12,13,36
72,7,3100,3420,2596,241,116,76,286
73,7,2271,1870,2887,1105,56,30,240
74,7,3125,465,2302,492,9,18,263
75,7,1972,1586,1751,1378,66,12,59
76,7,1807,1533,2181,2245,83,39,44
77,7,742,2233,1843,1873,77,35,113
78,7,726,1713,970,1908,104,10,118
79,7,2023,772,2485,618,50,13,233
80,8,2254,1790,1819,1026,45,24,123
81,8,2046,1397,2564,746,46,23,234
82,8,1594,2069,1569,2409,25,11,86
83,8,2246,1364,1870,1699,115,17,55
84,8,2241,661,2476,628,68,11,208
85,9,1883,2121,1257,2256,90,17,162
86,9,1364,2190,1787,1839,90,21,48
87,9,3580,2410,4241,2124,110,18,278
88,9,1347,2050,1108,1891,120,11,102
89,9,2615,176,915,1917,116,66,270
90,9,2587,1004,2887,1105,17,12,208
91,10,3139,2448,3306,2370,87,8,110
92,10,2024,811,1790,822,32,9,120
93,10,2070,1622,2104,3018,93,35,95
94,10,2581,927,2821,1371,90,16,169
95,11,2344,2207,2028,1515,77,37,83
96,11,2374,2305,1851,1809,41,24,56
97,11,2001,1836,1904,1441,37,14,56
98,11,2026,805,2313,589,68,12,201
99,11,1350,2006,2220,1913,36,40,118
100,11,1051,1660,1756,1057,64,28,140
101,11,2111,1057,2590,290,115,25,278
102,12,2096,1021,2421,1724,41,17,102
103,12,2477,1373,3255,2433,51,40,160
104,12,1918,1912,2653,1377,70,28,201
105,12,2048,1656,2039,1743,46,9,30
106,12,427,1995,654,1911,22,9,148
107,12,1786,1791,1766,1684,65,10,10
108,12,1573,1533,1795,1720,115,16,30
109,12,3201,2061,3147,2471,18,12,73
110,13,1873,1815,2093,1138,72,21,118
111,13,1943,1861,1885,1754,16,17,19
112,13,614,1795,1049,1824,20,12,121
113,13,3444,2161,3276,1909,47,9,154
114,13,2132,363,1943,802,18,14,133
115,13,2860,2551,2487,1700,17,20,116
116,13,1030,1907,1724,935,101,32,148
117,13,2497,1494,1955,1804,19,22,69
118,13,9557,1425,9656,1403,98,6,835
119,13,9519,1254,9740,1215,36,6,875
120,13,2353,423,2349,593,95,9,176
121,13,2261,3172,2132,3217,118,12,121
122,14,1911,1806,2871,2392,100,34,144
123,14,822,1835,2250,1830,47,33,185
124,14,1595,2189,725,2044,43,34,219
125,14,1555,2489,1822,1705,94,23,38
126,14,2171,1600,1850,1697,91,13,47
127,14,1756,739,803,1942,92,42,209
128,15,9618,1466,9277,1168,55,12,845
129,15,2321,1362,2184,638,66,38,168
